Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	NOAMP	EXPFAIL	THOLDFAIL	PRFDROP
183	H15	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.793	26.793					true	0.040	true	1	45						1.081	0.909	N	N	Y	N
183	H15	false	10^3	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	26.082	26.082					true	0.298	true	1	45						1.380	0.974	N	N	Y	N
184	H16	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.943	26.943					true	0.040	true	1	45						1.080	0.875	N	N	Y	N
184	H16	false	10^3	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	29.359	29.359					true	0.110	true	1	45						1.161	0.950	N	N	Y	N
185	H17	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.570	26.570					true	0.040	true	1	45						1.071	0.942	N	N	Y	N
185	H17	false	10^3	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	28.666	28.666					true	0.235	true	1	45						1.326	0.982	N	N	Y	N
186	H18	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.733	26.733					true	0.040	true	1	45						1.081	0.949	N	N	Y	N
186	H18	false	10^3	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	25.580	25.580					true	0.231	true	1	45						1.286	0.970	N	N	Y	N
187	H19	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	27.146	27.146					true	0.040	true	1	45						1.065	0.942	N	N	Y	N
187	H19	false	10^3	stec_stx1	UNKNOWN	FAM	NFQ-MGB	27.475	27.475					true	0.244	true	1	45						1.374	0.984	N	N	Y	N
188	H20	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.496	26.496					true	0.040	true	1	45						1.061	0.885	N	N	Y	N
188	H20	false	10^3	stec_stx2	UNKNOWN	FAM	NFQ-MGB	26.526	26.526					true	0.152	true	1	45						1.266	0.979	N	N	Y	N
189	H21	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.935	26.935					true	0.040	true	1	45						1.061	0.904	N	N	Y	N
189	H21	false	10^3	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	25.589	25.589					true	0.317	true	1	45						1.430	0.950	N	N	Y	N
190	H22	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.943	26.943					true	0.040	true	1	45						1.017	0.948	N	N	Y	N
190	H22	false	10^3	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	26.571	26.571					true	0.400	true	1	45						1.440	0.983	N	N	Y	N
191	H23	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	25.913	25.913					true	0.040	true	1	45						1.043	0.871	N	N	Y	Y
191	H23	false	10^3	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	25.336	25.336					true	0.115	true	1	45						1.208	0.981	N	N	Y	Y
192	H24	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	27.317	27.317					true	0.040	true	1	45						1.047	0.937	N	N	Y	N
192	H24	false	10^3	zika	UNKNOWN	FAM	NFQ-MGB	30.724	30.724					true	0.260	true	1	45						1.328	0.975	N	N	Y	N
193	I1	false	10^2	16s	UNKNOWN	FAM	NFQ-MGB	25.777	25.777					true	0.042	true	1	45						0.984	0.854	N	N	Y	N
193	I1	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.905	26.905					true	0.040	true	1	45						1.061	0.939	N	N	Y	N
194	I2	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.505	26.505					true	0.040	true	1	45						1.062	0.892	N	N	Y	N
194	I2	false	10^2	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	26.459	26.459					true	0.170	true	1	45						1.247	0.979	N	N	Y	N
195	I3	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.190	27.190					true	0.040	true	1	45						1.086	0.865	N	N	Y	N
195	I3	false	10^2	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	24.819	24.819					true	0.102	true	1	45						1.116	0.759	N	N	Y	N
196	I4	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.666	26.666					true	0.040	true	1	45						1.072	0.890	N	N	Y	N
196	I4	false	10^2	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	27.697	27.697					true	0.232	true	1	45						1.368	0.975	N	N	Y	N
197	I5	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.482	26.482					true	0.040	true	1	45						1.081	0.867	N	Y	Y	N
197	I5	false	10^2	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	Y	Y	N
198	I6	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.238	26.238					true	0.040	true	1	45						1.114	0.777	N	N	Y	N
198	I6	false	10^2	astrovirus	UNKNOWN	FAM	NFQ-MGB	33.724	33.724					true	0.246	true	1	45						1.281	0.947	N	N	Y	N
199	I7	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.918	26.918					true	0.040	true	1	45						1.055	0.884	N	N	Y	N
199	I7	false	10^2	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	25.177	25.177					true	0.411	true	1	45						1.455	0.988	N	N	Y	N
200	I8	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.610	26.610					true	0.040	true	1	45						1.085	0.893	N	N	Y	N
200	I8	false	10^2	bhv	UNKNOWN	FAM	NFQ-MGB	25.667	25.667					true	0.054	true	1	45						0.967	0.733	N	N	Y	N
201	I9	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.888	26.888					true	0.040	true	1	45						1.053	0.912	N	N	Y	N
201	I9	false	10^2	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	29.228	29.228					true	0.106	true	1	45						1.110	0.929	N	N	Y	N
202	I10	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.107	27.107					true	0.040	true	1	45						1.078	0.906	N	N	Y	N
202	I10	false	10^2	brsv	UNKNOWN	FAM	NFQ-MGB	33.054	33.054					true	0.309	true	1	45						1.355	0.927	N	N	Y	N
203	I11	false	10^2	18s	UNKNOWN	FAM	NFQ-MGB	32.006	32.006					true	0.153	true	1	45						1.206	0.976	N	N	Y	N
203	I11	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.741	26.741					true	0.040	true	1	45						1.064	0.837	N	N	Y	N
204	I12	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.488	26.488					true	0.040	true	1	45						1.083	0.883	N	N	Y	N
204	I12	false	10^2	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	27.121	27.121					true	0.203	true	1	45						1.320	0.962	N	N	Y	N
205	I13	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.680	26.680					true	0.040	true	1	45						1.038	0.872	N	N	Y	N
205	I13	false	10^2	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	25.163	25.163					true	0.162	true	1	45						1.325	0.973	N	N	Y	N
206	I14	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.949	26.949					true	0.040	true	1	45						1.077	0.883	N	N	Y	N
206	I14	false	10^2	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	24.748	24.748					true	0.133	true	1	45						1.181	0.932	N	N	Y	N
207	I15	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.275	26.275					true	0.040	true	1	45						1.109	0.911	N	N	Y	N
207	I15	false	10^2	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	25.213	25.213					true	0.228	true	1	45						1.268	0.969	N	N	Y	N
208	I16	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.972	26.972					true	0.040	true	1	45						1.082	0.910	N	N	Y	N
208	I16	false	10^2	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	35.292	35.292					true	0.289	true	1	45						1.340	0.963	N	N	Y	N
209	I17	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.613	26.613					true	0.040	true	1	45						1.006	0.922	N	N	Y	N
209	I17	false	10^2	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	25.837	25.837					true	0.192	true	1	45						1.344	0.967	N	N	Y	N
210	I18	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.929	26.929					true	0.040	true	1	45						1.069	0.944	N	N	Y	N
210	I18	false	10^2	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	25.362	25.362					true	0.115	true	1	45						1.175	0.944	N	N	Y	N
211	I19	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.294	26.294					true	0.040	true	1	45						1.044	0.908	N	N	Y	N
211	I19	false	10^2	eaec_aata	UNKNOWN	FAM	NFQ-MGB	21.186	21.186					true	0.040	true	1	45						1.018	0.886	N	N	Y	N
212	I20	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.884	26.884					true	0.040	true	1	45						1.053	0.870	N	N	Y	N
212	I20	false	10^2	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	27.553	27.553					true	0.208	true	1	45						1.210	0.949	N	N	Y	N
213	I21	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.495	26.495					true	0.040	true	1	45						1.074	0.923	N	N	Y	N
213	I21	false	10^2	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	27.458	27.458					true	0.356	true	1	45						1.416	0.965	N	N	Y	N
214	I22	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.805	27.805					true	0.040	true	1	45						1.058	0.854	N	N	Y	N
214	I22	false	10^2	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	29.008	29.008					true	0.253	true	1	45						1.291	0.950	N	N	Y	N
215	I23	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.129	27.129					true	0.040	true	1	45						1.049	0.889	N	N	Y	N
215	I23	false	10^2	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	28.046	28.046					true	0.158	true	1	45						1.226	0.966	N	N	Y	N
216	I24	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.394	27.394					true	0.040	true	1	45						1.068	0.907	N	N	Y	N
216	I24	false	10^2	epec_eae	UNKNOWN	FAM	NFQ-MGB	29.303	29.303					true	0.223	true	1	45						1.319	0.962	N	N	Y	N
217	J1	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	28.553	28.553					true	0.040	true	1	45						0.631	0.529	N	N	Y	N
217	J1	false	10^2	etec_lt	UNKNOWN	FAM	NFQ-MGB	28.230	28.230					true	0.203	true	1	45						1.343	0.979	N	N	Y	N
218	J2	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.634	26.634					true	0.040	true	1	45						1.068	0.881	N	N	Y	N
218	J2	false	10^2	etec_sth	UNKNOWN	FAM	NFQ-MGB	28.058	28.058					true	0.221	true	1	45						1.337	0.979	N	N	Y	N
219	J3	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.769	26.769					true	0.040	true	1	45						1.079	0.879	N	N	Y	N
219	J3	false	10^2	etec_stp	UNKNOWN	FAM	NFQ-MGB	27.911	27.911					true	0.063	true	1	45						1.127	0.958	N	N	Y	N
220	J4	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.964	26.964					true	0.040	true	1	45						1.065	0.887	N	N	Y	N
220	J4	false	10^2	giardia_spp	UNKNOWN	FAM	NFQ-MGB	28.858	28.858					true	0.191	true	1	45						1.274	0.928	N	N	Y	N
221	J5	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.767	26.767					true	0.040	true	1	45						1.081	0.919	N	N	Y	N
221	J5	false	10^2	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	28.555	28.555					true	0.162	true	1	45						1.238	0.956	N	N	Y	N
222	J6	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.837	26.837					true	0.040	true	1	45						1.086	0.922	N	N	Y	N
222	J6	false	10^2	hep_a	UNKNOWN	FAM	NFQ-MGB	34.013	34.013					true	0.152	true	1	45						1.252	0.973	N	N	Y	N
223	J7	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.520	26.520					true	0.040	true	1	45						1.101	0.878	N	N	Y	N
223	J7	false	10^2	hep_g	UNKNOWN	FAM	NFQ-MGB	27.347	27.347					true	0.255	true	1	45						1.346	0.979	N	N	Y	N
224	J8	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.089	27.089					true	0.040	true	1	45						1.083	0.900	N	N	Y	N
224	J8	false	10^2	hf183	UNKNOWN	FAM	NFQ-MGB	28.647	28.647					true	0.192	true	1	45						1.293	0.981	N	N	Y	N
225	J9	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.975	26.975					true	0.040	true	1	45						1.096	0.909	N	N	Y	N
225	J9	false	10^2	human_mtdna	UNKNOWN	FAM	NFQ-MGB	29.182	29.182					true	0.155	true	1	45						1.195	0.947	N	N	Y	N
226	J10	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.908	26.908					true	0.040	true	1	45						1.078	0.909	N	N	Y	N
226	J10	false	10^2	necator_americanus	UNKNOWN	FAM	NFQ-MGB	31.473	31.473					true	0.122	true	1	45						1.210	0.953	N	N	Y	N
227	J11	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.962	26.962					true	0.040	true	1	45						1.084	0.895	N	N	Y	N
227	J11	false	10^2	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	34.205	34.205					true	0.125	true	1	45						1.163	0.966	N	N	Y	N
228	J12	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.777	26.777					true	0.040	true	1	45						1.065	0.898	N	N	Y	N
228	J12	false	10^2	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	33.771	33.771					true	0.136	true	1	45						1.182	0.968	N	N	Y	N
229	J13	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.856	26.856					true	0.040	true	1	45						1.095	0.870	N	N	Y	N
229	J13	false	10^2	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	28.276	28.276					true	0.211	true	1	45						1.276	0.975	N	N	Y	N
230	J14	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.827	26.827					true	0.040	true	1	45						1.081	0.835	N	N	Y	N
230	J14	false	10^2	rotavirus	UNKNOWN	FAM	NFQ-MGB	34.380	34.380					true	0.245	true	1	45						1.304	0.934	N	N	Y	N
231	J15	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.516	26.516					true	0.040	true	1	45						1.074	0.925	N	N	Y	N
231	J15	false	10^2	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	29.558	29.558					true	0.298	true	1	45						1.379	0.974	N	N	Y	N
232	J16	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.996	26.996					true	0.040	true	1	45						1.076	0.902	N	Y	Y	N
232	J16	false	10^2	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.110	true	1	45						0.000	0.000	N	Y	Y	N
233	J17	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.544	26.544					true	0.040	true	1	45						1.084	0.928	N	N	Y	N
233	J17	false	10^2	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	31.596	31.596					true	0.235	true	1	45						1.311	0.974	N	N	Y	N
234	J18	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.103	27.103					true	0.040	true	1	45						1.068	0.891	N	N	Y	N
234	J18	false	10^2	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	28.825	28.825					true	0.231	true	1	45						1.296	0.975	N	N	Y	N
235	J19	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.650	26.650					true	0.040	true	1	45						1.069	0.927	N	N	Y	N
235	J19	false	10^2	stec_stx1	UNKNOWN	FAM	NFQ-MGB	30.792	30.792					true	0.244	true	1	45						1.370	0.980	N	N	Y	N
236	J20	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.701	26.701					true	0.040	true	1	45						1.071	0.936	N	N	Y	N
236	J20	false	10^2	stec_stx2	UNKNOWN	FAM	NFQ-MGB	28.721	28.721					true	0.152	true	1	45						1.279	0.972	N	N	Y	N
237	J21	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.876	26.876					true	0.040	true	1	45						1.053	0.939	N	N	Y	N
237	J21	false	10^2	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	28.721	28.721					true	0.317	true	1	45						1.414	0.947	N	N	Y	N
238	J22	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.715	26.715					true	0.040	true	1	45						1.049	0.848	N	N	Y	N
238	J22	false	10^2	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	29.332	29.332					true	0.400	true	1	45						1.453	0.984	N	N	Y	N
239	J23	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.380	27.380					true	0.040	true	1	45						1.058	0.897	N	N	Y	N
239	J23	false	10^2	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	28.173	28.173					true	0.115	true	1	45						1.181	0.968	N	N	Y	N
240	J24	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.073	27.073					true	0.040	true	1	45						1.057	0.870	N	N	Y	N
240	J24	false	10^2	zika	UNKNOWN	FAM	NFQ-MGB	34.367	34.367					true	0.260	true	1	45						1.340	0.946	N	N	Y	N
241	K1	false	10	16s	UNKNOWN	FAM	NFQ-MGB	28.962	28.962					true	0.042	true	1	45						0.951	0.972	N	N	Y	N
241	K1	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.726	26.726					true	0.040	true	1	45						1.056	0.932	N	N	Y	N
242	K2	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.954	26.954					true	0.040	true	1	45						1.065	0.873	N	N	Y	N
242	K2	false	10	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	30.646	30.646					true	0.170	true	1	45						1.242	0.971	N	N	Y	N
243	K3	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.956	26.956					true	0.040	true	1	45						1.068	0.869	N	N	Y	N
243	K3	false	10	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	29.996	29.996					true	0.102	true	1	45						1.076	0.905	N	N	Y	N
244	K4	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.987	26.987					true	0.040	true	1	45						1.073	0.896	N	N	Y	N
244	K4	false	10	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	31.559	31.559					true	0.232	true	1	45						1.365	0.981	N	N	Y	N
245	K5	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.074	27.074					true	0.040	true	1	45						1.084	0.893	N	Y	Y	N
245	K5	false	10	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	Y	Y	N
246	K6	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.664	26.664					true	0.040	true	1	45						1.080	0.899	N	Y	Y	N
246	K6	false	10	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.246	true	1	45						0.000	0.000	N	Y	Y	N
247	K7	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.026	27.026					true	0.040	true	1	45						1.085	0.849	N	N	Y	N
247	K7	false	10	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	31.531	31.531					true	0.411	true	1	45						1.477	0.989	N	N	Y	N
248	K8	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.624	26.624					true	0.040	true	1	45						1.085	0.908	N	N	Y	N
248	K8	false	10	bhv	UNKNOWN	FAM	NFQ-MGB	30.588	30.588					true	0.054	true	1	45						0.947	0.810	N	N	Y	N
249	K9	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.485	26.485					true	0.040	true	1	45						1.082	0.932	N	N	Y	N
249	K9	false	10	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	32.205	32.205					true	0.106	true	1	45						1.099	0.876	N	N	Y	N
250	K10	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.517	26.517					true	0.040	true	1	45						1.086	0.869	N	N	Y	N
250	K10	false	10	brsv	UNKNOWN	FAM	NFQ-MGB	36.679	36.679					true	0.309	true	1	45						1.354	0.937	N	N	Y	N
251	K11	false	10	18s	UNKNOWN	FAM	NFQ-MGB	32.283	32.283					true	0.153	true	1	45						1.241	0.966	N	N	Y	N
251	K11	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.850	26.850					true	0.040	true	1	45						1.071	0.923	N	N	Y	N
252	K12	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.609	26.609					true	0.040	true	1	45						1.084	0.896	N	N	Y	N
252	K12	false	10	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	31.459	31.459					true	0.203	true	1	45						1.324	0.945	N	N	Y	N
253	K13	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.715	26.715					true	0.040	true	1	45						1.081	0.893	N	N	Y	N
253	K13	false	10	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	29.905	29.905					true	0.162	true	1	45						1.328	0.960	N	N	Y	N
254	K14	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.728	26.728					true	0.040	true	1	45						1.077	0.921	N	N	Y	N
254	K14	false	10	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	30.740	30.740					true	0.133	true	1	45						1.180	0.953	N	N	Y	N
255	K15	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.653	26.653					true	0.040	true	1	45						1.079	0.880	N	N	Y	N
255	K15	false	10	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	30.543	30.543					true	0.228	true	1	45						1.291	0.959	N	N	Y	N
256	K16	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.765	26.765					true	0.040	true	1	45						1.067	0.888	N	Y	Y	N
256	K16	false	10	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.289	true	1	45						0.000	0.000	N	Y	Y	N
257	K17	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.591	26.591					true	0.040	true	1	45						1.062	0.946	N	N	Y	N
257	K17	false	10	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	29.399	29.399					true	0.192	true	1	45						1.369	0.962	N	N	Y	N
258	K18	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.887	26.887					true	0.040	true	1	45						1.063	0.912	N	N	Y	N
258	K18	false	10	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	30.336	30.336					true	0.115	true	1	45						1.151	0.966	N	N	Y	N
259	K19	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.740	26.740					true	0.040	true	1	45						1.075	0.876	N	N	Y	N
259	K19	false	10	eaec_aata	UNKNOWN	FAM	NFQ-MGB	26.919	26.919					true	0.040	true	1	45						0.996	0.765	N	N	Y	N
260	K20	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.515	26.515					true	0.040	true	1	45						1.063	0.954	N	N	Y	N
260	K20	false	10	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	31.946	31.946					true	0.208	true	1	45						1.209	0.929	N	N	Y	N
261	K21	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.151	27.151					true	0.040	true	1	45						1.076	0.929	N	N	Y	N
261	K21	false	10	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	31.073	31.073					true	0.356	true	1	45						1.403	0.964	N	N	Y	N
262	K22	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.131	27.131					true	0.040	true	1	45						1.076	0.766	N	N	Y	N
262	K22	false	10	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	31.309	31.309					true	0.253	true	1	45						1.315	0.953	N	N	Y	N
263	K23	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.183	27.183					true	0.040	true	1	45						1.051	0.870	N	N	Y	N
263	K23	false	10	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	30.395	30.395					true	0.158	true	1	45						1.232	0.955	N	N	Y	N
264	K24	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.167	27.167					true	0.040	true	1	45						1.067	0.880	N	N	Y	N
264	K24	false	10	epec_eae	UNKNOWN	FAM	NFQ-MGB	31.066	31.066					true	0.223	true	1	45						1.303	0.965	N	N	Y	N
265	L1	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	28.829	28.829					true	0.040	true	1	45						0.637	0.629	N	N	Y	N
265	L1	false	10	etec_lt	UNKNOWN	FAM	NFQ-MGB	29.848	29.848					true	0.203	true	1	45						1.368	0.983	N	N	Y	N
266	L2	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.347	26.347					true	0.040	true	1	45						1.065	0.898	N	N	Y	N
266	L2	false	10	etec_sth	UNKNOWN	FAM	NFQ-MGB	32.302	32.302					true	0.221	true	1	45						1.330	0.980	N	N	Y	N
267	L3	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.688	26.688					true	0.040	true	1	45						1.075	0.901	N	N	Y	N
267	L3	false	10	etec_stp	UNKNOWN	FAM	NFQ-MGB	29.813	29.813					true	0.063	true	1	45						1.113	0.956	N	N	Y	N
268	L4	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.994	26.994					true	0.040	true	1	45						1.070	0.924	N	N	Y	N
268	L4	false	10	giardia_spp	UNKNOWN	FAM	NFQ-MGB	28.989	28.989					true	0.191	true	1	45						1.274	0.975	N	N	Y	N
269	L5	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.735	26.735					true	0.040	true	1	45						1.085	0.895	N	N	Y	N
269	L5	false	10	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	31.125	31.125					true	0.162	true	1	45						1.239	0.959	N	N	Y	N
270	L6	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.882	26.882					true	0.040	true	1	45						1.081	0.874	N	Y	Y	N
270	L6	false	10	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.152	true	1	45						0.000	0.000	N	Y	Y	N
271	L7	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.701	26.701					true	0.040	true	1	45						1.106	0.894	N	N	Y	N
271	L7	false	10	hep_g	UNKNOWN	FAM	NFQ-MGB	27.666	27.666					true	0.255	true	1	45						1.348	0.982	N	N	Y	N
272	L8	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.033	27.033					true	0.040	true	1	45						1.085	0.936	N	N	Y	N
272	L8	false	10	hf183	UNKNOWN	FAM	NFQ-MGB	31.170	31.170					true	0.192	true	1	45						1.319	0.981	N	N	Y	N
273	L9	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.526	26.526					true	0.040	true	1	45						1.089	0.923	N	N	Y	N
273	L9	false	10	human_mtdna	UNKNOWN	FAM	NFQ-MGB	31.710	31.710					true	0.155	true	1	45						1.215	0.968	N	N	Y	N
274	L10	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.839	26.839					true	0.040	true	1	45						1.079	0.878	N	N	Y	N
274	L10	false	10	necator_americanus	UNKNOWN	FAM	NFQ-MGB	35.231	35.231					true	0.122	true	1	45						1.235	0.949	N	N	Y	N
275	L11	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.539	26.539					true	0.040	true	1	45						1.090	0.897	N	Y	Y	N
