Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	BADROX	NOAMP	NOISE	EXPFAIL	THOLDFAIL	PRFLOW	PRFDROP
169	H1	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.900	26.900					true	0.040	true	1	45						0.762	0.930	N	N	N	N	Y	N	N
169	H1	false	10^3	etec_lt	UNKNOWN	FAM	NFQ-MGB	25.074	25.074					true	0.185	true	1	45						1.309	0.989	N	N	N	N	Y	N	N
170	H2	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.123	26.123					true	0.040	true	1	45						1.062	0.959	N	N	N	N	Y	N	N
170	H2	false	10^3	etec_sth	UNKNOWN	FAM	NFQ-MGB	26.408	26.408					true	0.221	true	1	45						1.359	0.983	N	N	N	N	Y	N	N
171	H3	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.575	26.575					true	0.040	true	1	45						1.084	0.906	N	N	N	N	Y	N	N
171	H3	false	10^3	etec_stp	UNKNOWN	FAM	NFQ-MGB	24.936	24.936					true	0.065	true	1	45						1.130	0.972	N	N	N	N	Y	N	N
172	H4	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.902	26.902					true	0.040	true	1	45						1.067	0.927	N	N	N	N	Y	N	N
172	H4	false	10^3	giardia_spp	UNKNOWN	FAM	NFQ-MGB	25.124	25.124					true	0.149	true	1	45						1.267	0.805	N	N	N	N	Y	N	N
173	H5	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.717	26.717					true	0.040	true	1	45						1.071	0.915	N	N	N	N	Y	N	N
173	H5	false	10^3	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	25.578	25.578					true	0.139	true	1	45						1.226	0.950	N	N	N	N	Y	N	N
174	H6	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.610	26.610					true	0.040	true	1	45						1.083	0.911	N	N	N	N	Y	N	N
174	H6	false	10^3	hep_a	UNKNOWN	FAM	NFQ-MGB	30.561	30.561					true	0.130	true	1	45						1.230	0.973	N	N	N	N	Y	N	N
175	H7	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	25.924	25.924					true	0.040	true	1	45						1.112	0.977	N	N	N	N	Y	N	N
175	H7	false	10^3	hep_g	UNKNOWN	FAM	NFQ-MGB	27.264	27.264					true	0.230	true	1	45						1.338	0.988	N	N	N	N	Y	N	N
176	H8	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.544	26.544					true	0.040	true	1	45						1.090	0.894	N	N	N	N	Y	N	N
176	H8	false	10^3	hf183	UNKNOWN	FAM	NFQ-MGB	26.016	26.016					true	0.179	true	1	45						1.311	0.982	N	N	N	N	Y	N	N
177	H9	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.418	26.418					true	0.040	true	1	45						1.097	0.941	N	N	N	N	Y	N	N
177	H9	false	10^3	human_mtdna	UNKNOWN	FAM	NFQ-MGB	26.085	26.085					true	0.127	true	1	45						1.205	0.855	N	N	N	N	Y	N	N
178	H10	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.527	26.527					true	0.040	true	1	45						1.083	0.916	N	N	N	N	Y	N	N
178	H10	false	10^3	necator_americanus	UNKNOWN	FAM	NFQ-MGB	28.295	28.295					true	0.113	true	1	45						1.229	0.950	N	N	N	N	Y	N	N
179	H11	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.884	26.884					true	0.040	true	1	45						1.084	0.961	N	N	N	N	Y	N	N
179	H11	false	10^3	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	30.812	30.812					true	0.130	true	1	45						1.192	0.980	N	N	N	N	Y	N	N
180	H12	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	27.026	27.026					true	0.040	true	1	45						1.086	0.940	N	N	N	N	Y	N	N
180	H12	false	10^3	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	30.364	30.364					true	0.114	true	1	45						1.211	0.936	N	N	N	N	Y	N	N
181	H13	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.622	26.622					true	0.040	true	1	45						1.087	0.951	N	N	N	N	Y	N	N
181	H13	false	10^3	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	25.767	25.767					true	0.162	true	1	45						1.282	0.943	N	N	N	N	Y	N	N
182	H14	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.538	26.538					true	0.040	true	1	45						1.100	0.938	N	N	N	N	Y	N	N
182	H14	false	10^3	rotavirus	UNKNOWN	FAM	NFQ-MGB	30.486	30.486					true	0.164	true	1	45						1.327	0.974	N	N	N	N	Y	N	N
183	H15	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	25.890	25.890					true	0.040	true	1	45						1.101	0.960	N	N	N	N	Y	N	N
183	H15	false	10^3	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	26.183	26.183					true	0.304	true	1	45						1.400	0.934	N	N	N	N	Y	N	N
184	H16	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.762	26.762					true	0.040	true	1	45						1.084	0.917	N	N	N	N	Y	N	N
184	H16	false	10^3	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	28.277	28.277					true	0.041	true	1	45						1.186	0.939	N	N	N	N	Y	N	N
185	H17	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.936	26.936					true	0.040	true	1	45						1.098	0.948	N	N	N	N	Y	N	N
185	H17	false	10^3	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	28.823	28.823					true	0.217	true	1	45						1.346	0.973	N	N	N	N	Y	N	N
186	H18	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.076	26.076					true	0.040	true	1	45						1.069	0.927	N	N	N	N	Y	N	N
186	H18	false	10^3	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	25.630	25.630					true	0.189	true	1	45						1.305	0.969	N	N	N	N	Y	N	N
187	H19	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	27.087	27.087					true	0.040	true	1	45						1.087	0.943	N	N	N	N	Y	N	N
187	H19	false	10^3	stec_stx1	UNKNOWN	FAM	NFQ-MGB	27.092	27.092					true	0.238	true	1	45						1.394	0.976	N	N	N	N	Y	N	N
188	H20	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.183	26.183					true	0.040	true	1	45						1.103	0.956	N	N	N	N	Y	N	N
188	H20	false	10^3	stec_stx2	UNKNOWN	FAM	NFQ-MGB	26.335	26.335					true	0.161	true	1	45						1.302	0.984	N	N	N	N	Y	N	N
189	H21	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.588	26.588					true	0.040	true	1	45						1.061	0.913	N	N	N	N	Y	N	N
189	H21	false	10^3	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	25.779	25.779					true	0.217	true	1	45						1.420	0.964	N	N	N	N	Y	N	N
190	H22	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.747	26.747					true	0.040	true	1	45						1.047	0.910	N	N	N	N	Y	N	N
190	H22	false	10^3	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	26.590	26.590					true	0.378	true	1	45						1.451	0.986	N	N	N	N	Y	N	N
191	H23	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.653	26.653					true	0.040	true	1	45						1.074	0.916	N	N	N	N	Y	N	N
191	H23	false	10^3	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	25.132	25.132					true	0.101	true	1	45						1.199	0.976	N	N	N	N	Y	N	N
192	H24	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.740	26.740					true	0.040	true	1	45						1.056	0.928	N	N	N	N	Y	N	N
192	H24	false	10^3	zika	UNKNOWN	FAM	NFQ-MGB	30.296	30.296					true	0.216	true	1	45						1.314	0.944	N	N	N	N	Y	N	N
193	I1	false	10^2	16s	UNKNOWN	FAM	NFQ-MGB	25.752	25.752					true	0.040	true	1	45						1.009	0.789	N	N	N	N	Y	N	N
193	I1	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.999	26.999					true	0.040	true	1	45						1.066	0.960	N	N	N	N	Y	N	N
194	I2	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.140	27.140					true	0.040	true	1	45						1.070	0.899	N	N	N	N	Y	N	N
194	I2	false	10^2	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	25.882	25.882					true	0.133	true	1	45						1.261	0.935	N	N	N	N	Y	N	N
195	I3	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.778	26.778					true	0.040	true	1	45						1.083	0.880	N	N	N	N	Y	N	N
195	I3	false	10^2	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	25.536	25.536					true	0.059	true	1	45						1.108	0.648	N	N	N	N	Y	N	N
196	I4	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.753	26.753					true	0.040	true	1	45						1.075	0.945	N	N	N	N	Y	N	N
196	I4	false	10^2	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	27.964	27.964					true	0.207	true	1	45						1.382	0.937	N	N	N	N	Y	N	N
197	I5	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.010	27.010					true	0.040	true	1	45						1.082	0.880	N	N	N	Y	Y	N	N
197	I5	false	10^2	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.200	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
198	I6	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.858	26.858					true	0.040	true	1	45						1.081	0.916	N	N	N	N	Y	N	N
198	I6	false	10^2	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.118	true	1	45						0.000	0.000	N	N	N	N	Y	N	N
199	I7	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.701	26.701					true	0.040	true	1	45						1.082	0.912	N	N	N	N	Y	N	N
199	I7	false	10^2	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	27.246	27.246					true	0.410	true	1	45						1.465	0.966	N	N	N	N	Y	N	N
200	I8	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.070	27.070					true	0.040	true	1	45						1.082	0.932	N	N	N	N	Y	N	N
200	I8	false	10^2	bhv	UNKNOWN	FAM	NFQ-MGB	27.920	27.920					true	0.040	true	1	45						0.967	0.648	N	N	N	N	Y	N	N
201	I9	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.943	26.943					true	0.040	true	1	45						1.070	0.889	N	N	N	N	Y	N	N
201	I9	false	10^2	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	27.948	27.948					true	0.040	true	1	45						1.107	0.925	N	N	N	N	Y	N	N
202	I10	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.838	26.838					true	0.040	true	1	45						1.094	0.947	N	N	N	N	Y	N	N
202	I10	false	10^2	brsv	UNKNOWN	FAM	NFQ-MGB	34.802	34.802					true	0.252	true	1	45						1.362	0.979	N	N	N	N	Y	N	N
203	I11	false	10^2	18s	UNKNOWN	FAM	NFQ-MGB	30.924	30.924					true	0.139	true	1	45						1.231	0.933	N	N	N	N	Y	N	N
203	I11	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.983	26.983					true	0.040	true	1	45						1.063	0.936	N	N	N	N	Y	N	N
204	I12	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.023	27.023					true	0.040	true	1	45						1.080	0.899	N	N	N	N	Y	N	N
204	I12	false	10^2	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	27.479	27.479					true	0.161	true	1	45						1.338	0.917	N	N	N	N	Y	N	N
205	I13	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.430	26.430					true	0.040	true	1	45						1.060	0.913	N	N	N	N	Y	N	N
205	I13	false	10^2	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	26.228	26.228					true	0.160	true	1	45						1.327	0.917	N	N	N	N	Y	N	N
206	I14	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	25.753	25.753					true	0.040	true	1	45						1.090	0.926	N	N	N	N	Y	N	N
206	I14	false	10^2	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	26.906	26.906					true	0.070	true	1	45						1.190	0.849	N	N	N	N	Y	N	N
207	I15	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.316	26.316					true	0.040	true	1	45						1.101	0.911	N	N	N	N	Y	N	N
207	I15	false	10^2	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	25.668	25.668					true	0.161	true	1	45						1.281	0.923	N	N	N	N	Y	N	N
208	I16	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.339	26.339					true	0.040	true	1	45						1.082	0.909	N	N	N	N	Y	N	N
208	I16	false	10^2	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	34.792	34.792					true	0.258	true	1	45						1.348	0.943	N	N	N	N	Y	N	N
209	I17	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.662	26.662					true	0.040	true	1	45						1.004	0.924	N	N	N	N	Y	N	N
209	I17	false	10^2	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	25.541	25.541					true	0.106	true	1	45						1.357	0.947	N	N	N	N	Y	N	N
210	I18	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.488	26.488					true	0.040	true	1	45						1.081	0.930	N	N	N	N	Y	N	N
210	I18	false	10^2	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	25.808	25.808					true	0.051	true	1	45						1.185	0.803	N	N	N	N	Y	N	N
211	I19	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.796	26.796					true	0.040	true	1	45						1.069	0.933	N	N	N	N	Y	N	N
211	I19	false	10^2	eaec_aata	UNKNOWN	FAM	NFQ-MGB	25.850	25.850					true	0.040	true	1	45						1.018	0.662	N	N	N	N	Y	N	N
212	I20	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.899	26.899					true	0.040	true	1	45						1.078	0.959	N	N	N	N	Y	N	N
212	I20	false	10^2	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	27.974	27.974					true	0.119	true	1	45						1.232	0.875	N	N	N	N	Y	N	N
213	I21	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.896	26.896					true	0.040	true	1	45						1.067	0.950	N	N	N	N	Y	N	N
213	I21	false	10^2	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	27.501	27.501					true	0.248	true	1	45						1.414	0.911	N	N	N	N	Y	N	N
214	I22	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.762	26.762					true	0.040	true	1	45						1.061	0.955	N	N	N	N	Y	N	N
214	I22	false	10^2	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	29.858	29.858					true	0.181	true	1	45						1.297	0.936	N	N	N	N	Y	N	N
215	I23	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.571	26.571					true	0.040	true	1	45						1.061	0.951	N	N	N	N	Y	N	N
215	I23	false	10^2	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	28.203	28.203					true	0.122	true	1	45						1.251	0.951	N	N	N	N	Y	N	N
216	I24	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.647	26.647					true	0.040	true	1	45						1.082	0.908	N	N	N	N	Y	N	N
216	I24	false	10^2	epec_eae	UNKNOWN	FAM	NFQ-MGB	29.351	29.351					true	0.168	true	1	45						1.329	0.916	N	N	N	N	Y	N	N
217	J1	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.707	26.707					true	0.040	true	1	45						0.540	0.477	N	N	N	N	Y	N	N
217	J1	false	10^2	etec_lt	UNKNOWN	FAM	NFQ-MGB	28.404	28.404					true	0.185	true	1	45						1.323	0.914	N	N	N	N	Y	N	N
218	J2	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.752	26.752					true	0.040	true	1	45						1.085	0.936	N	N	N	N	Y	N	N
218	J2	false	10^2	etec_sth	UNKNOWN	FAM	NFQ-MGB	29.364	29.364					true	0.221	true	1	45						1.359	0.950	N	N	N	N	Y	N	N
219	J3	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.641	26.641					true	0.040	true	1	45						1.064	0.952	N	N	N	N	Y	N	N
219	J3	false	10^2	etec_stp	UNKNOWN	FAM	NFQ-MGB	28.418	28.418					true	0.065	true	1	45						1.111	0.977	N	N	N	N	Y	N	N
220	J4	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.670	26.670					true	0.040	true	1	45						1.058	0.964	N	N	N	N	Y	N	N
220	J4	false	10^2	giardia_spp	UNKNOWN	FAM	NFQ-MGB	27.860	27.860					true	0.149	true	1	45						1.248	0.895	N	N	N	N	Y	N	N
221	J5	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.100	26.100					true	0.040	true	1	45						1.086	0.962	N	N	N	N	Y	N	N
221	J5	false	10^2	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	28.131	28.131					true	0.139	true	1	45						1.221	0.974	N	N	N	N	Y	N	N
222	J6	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.742	27.742					true	0.040	true	1	45						1.092	0.962	N	N	N	N	Y	N	N
222	J6	false	10^2	hep_a	UNKNOWN	FAM	NFQ-MGB	32.978	32.978					true	0.130	true	1	45						1.221	0.916	N	N	N	N	Y	N	N
223	J7	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.765	26.765					true	0.040	true	1	45						1.098	0.964	N	N	N	N	Y	N	N
223	J7	false	10^2	hep_g	UNKNOWN	FAM	NFQ-MGB	27.193	27.193					true	0.230	true	1	45						1.342	0.991	N	N	N	N	Y	N	N
224	J8	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.753	26.753					true	0.040	true	1	45						1.082	0.941	N	N	N	N	Y	N	N
224	J8	false	10^2	hf183	UNKNOWN	FAM	NFQ-MGB	28.611	28.611					true	0.179	true	1	45						1.304	0.978	N	N	N	N	Y	N	N
225	J9	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.529	26.529					true	0.040	true	1	45						1.100	0.952	N	N	N	N	Y	N	N
225	J9	false	10^2	human_mtdna	UNKNOWN	FAM	NFQ-MGB	29.522	29.522					true	0.127	true	1	45						1.210	0.930	N	N	N	N	Y	N	N
226	J10	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.756	26.756					true	0.040	true	1	45						1.073	0.873	N	N	N	N	Y	N	N
226	J10	false	10^2	necator_americanus	UNKNOWN	FAM	NFQ-MGB	30.771	30.771					true	0.113	true	1	45						1.212	0.984	N	N	N	N	Y	N	N
227	J11	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.712	26.712					true	0.040	true	1	45						1.091	0.874	N	N	N	N	Y	N	N
227	J11	false	10^2	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	33.492	33.492					true	0.130	true	1	45						1.208	0.957	N	N	N	N	Y	N	N
228	J12	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.728	26.728					true	0.040	true	1	45						1.075	0.913	N	N	N	N	Y	N	N
228	J12	false	10^2	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	32.783	32.783					true	0.114	true	1	45						1.221	0.870	N	N	N	N	Y	N	N
229	J13	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.434	26.434					true	0.040	true	1	45						1.091	0.927	N	N	N	N	Y	N	N
229	J13	false	10^2	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	28.528	28.528					true	0.162	true	1	45						1.274	0.952	N	N	N	N	Y	N	N
230	J14	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.805	26.805					true	0.040	true	1	45						1.090	0.902	N	N	N	N	Y	N	N
230	J14	false	10^2	rotavirus	UNKNOWN	FAM	NFQ-MGB	34.222	34.222					true	0.164	true	1	45						1.317	0.896	N	N	N	N	Y	N	N
231	J15	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.520	26.520					true	0.040	true	1	45						1.091	0.925	N	N	N	N	Y	N	N
231	J15	false	10^2	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	29.161	29.161					true	0.304	true	1	45						1.379	0.938	N	N	N	N	Y	N	N
232	J16	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.971	26.971					true	0.040	true	1	45						1.078	0.941	N	N	N	N	Y	N	N
232	J16	false	10^2	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	29.878	29.878					true	0.041	true	1	45						1.204	0.955	N	N	N	N	Y	N	N
233	J17	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.272	27.272					true	0.040	true	1	45						1.083	0.907	N	N	N	N	Y	N	N
233	J17	false	10^2	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	31.545	31.545					true	0.217	true	1	45						1.326	0.964	N	N	N	N	Y	N	N
234	J18	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.740	26.740					true	0.040	true	1	45						1.072	0.930	N	N	N	N	Y	N	N
234	J18	false	10^2	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	29.211	29.211					true	0.189	true	1	45						1.290	0.894	N	N	N	N	Y	N	N
235	J19	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.461	26.461					true	0.040	true	1	45						1.083	0.950	N	N	N	N	Y	N	N
235	J19	false	10^2	stec_stx1	UNKNOWN	FAM	NFQ-MGB	30.591	30.591					true	0.238	true	1	45						1.379	0.979	N	N	N	N	Y	N	N
236	J20	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.647	26.647					true	0.040	true	1	45						1.079	0.917	N	N	N	N	Y	N	N
236	J20	false	10^2	stec_stx2	UNKNOWN	FAM	NFQ-MGB	30.034	30.034					true	0.161	true	1	45						1.302	0.900	N	N	N	N	Y	N	N
237	J21	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.398	26.398					true	0.040	true	1	45						1.068	0.980	N	N	N	N	Y	N	N
237	J21	false	10^2	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	29.281	29.281					true	0.217	true	1	45						1.409	0.899	N	N	N	N	Y	N	N
238	J22	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.469	27.469					true	0.040	true	1	45						1.058	0.887	N	N	N	N	Y	N	N
238	J22	false	10^2	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	29.337	29.337					true	0.378	true	1	45						1.434	0.954	N	N	N	N	Y	N	N
239	J23	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.687	26.687					true	0.040	true	1	45						1.064	0.912	N	N	N	N	Y	N	N
239	J23	false	10^2	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	28.546	28.546					true	0.101	true	1	45						1.184	0.954	N	N	N	N	Y	N	N
240	J24	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.751	26.751					true	0.040	true	1	45						1.063	0.916	N	N	N	N	Y	N	N
240	J24	false	10^2	zika	UNKNOWN	FAM	NFQ-MGB	33.859	33.859					true	0.216	true	1	45						1.323	0.980	N	N	N	N	Y	N	N
241	K1	false	10	16s	UNKNOWN	FAM	NFQ-MGB	29.237	29.237					true	0.040	true	1	45						0.949	0.798	N	N	N	N	Y	N	N
241	K1	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.489	26.489					true	0.040	true	1	45						1.069	0.940	N	N	N	N	Y	N	N
242	K2	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.615	26.615					true	0.040	true	1	45						1.066	0.954	N	N	N	N	Y	N	N
242	K2	false	10	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	31.139	31.139					true	0.133	true	1	45						1.249	0.922	N	N	N	N	Y	N	N
243	K3	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.194	27.194					true	0.040	true	1	45						1.064	0.962	N	N	N	N	Y	N	N
243	K3	false	10	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	29.366	29.366					true	0.059	true	1	45						1.091	0.747	N	N	N	N	Y	N	N
244	K4	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.885	26.885					true	0.040	true	1	45						1.074	0.937	N	N	N	N	Y	N	N
244	K4	false	10	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	32.859	32.859					true	0.207	true	1	45						1.342	0.915	N	N	N	N	Y	N	N
245	K5	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.974	26.974					true	0.040	true	1	45						1.080	0.956	N	N	N	Y	Y	N	N
245	K5	false	10	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.200	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
246	K6	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.643	26.643					true	0.040	true	1	45						1.078	0.937	N	N	N	N	Y	N	N
246	K6	false	10	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.118	true	1	45						0.000	0.000	N	N	N	N	Y	N	N
247	K7	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.778	26.778					true	0.040	true	1	45						1.078	0.932	N	N	N	N	Y	N	N
247	K7	false	10	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	31.441	31.441					true	0.410	true	1	45						1.476	0.958	N	N	N	N	Y	N	N
248	K8	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.886	26.886					true	0.040	true	1	45						1.082	0.949	N	N	N	N	Y	N	N
248	K8	false	10	bhv	UNKNOWN	FAM	NFQ-MGB	31.778	31.778					true	0.040	true	1	45						0.950	0.831	N	N	N	N	Y	N	N
249	K9	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.015	27.015					true	0.040	true	1	45						1.075	0.888	N	N	N	N	Y	N	N
249	K9	false	10	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	32.150	32.150					true	0.040	true	1	45						1.076	0.704	N	N	N	N	Y	N	N
250	K10	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.004	27.004					true	0.040	true	1	45						1.082	0.925	N	N	N	N	Y	N	N
250	K10	false	10	brsv	UNKNOWN	FAM	NFQ-MGB	36.738	36.738					true	0.252	true	1	45						1.332	0.835	N	N	N	N	Y	N	N
251	K11	false	10	18s	UNKNOWN	FAM	NFQ-MGB	32.511	32.511					true	0.139	true	1	45						1.245	0.925	N	N	N	N	Y	N	N
251	K11	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.689	26.689					true	0.040	true	1	45						1.076	0.962	N	N	N	N	Y	N	N
252	K12	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.966	26.966					true	0.040	true	1	45						1.087	0.927	N	N	N	N	Y	N	N
252	K12	false	10	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	31.459	31.459					true	0.161	true	1	45						1.319	0.911	N	N	N	N	Y	N	N
253	K13	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.093	27.093					true	0.040	true	1	45						1.076	0.898	N	N	N	N	Y	N	N
253	K13	false	10	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	30.907	30.907					true	0.160	true	1	45						1.316	0.969	N	N	N	N	Y	N	N
