Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	BADROX	NOAMP	EXPFAIL	THOLDFAIL	PRFLOW	PRFDROP
173	H5	false	10^3	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	25.740	25.740					true	0.085	true	1	45						1.183	0.902	N	N	N	Y	N	N
174	H6	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.430	26.430					true	0.040	true	1	45						1.100	0.884	N	N	N	Y	N	N
174	H6	false	10^3	hep_a	UNKNOWN	FAM	NFQ-MGB	30.293	30.293					true	0.119	true	1	45						1.171	0.947	N	N	N	Y	N	N
175	H7	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.554	26.554					true	0.040	true	1	45						1.123	0.929	N	N	N	Y	N	N
175	H7	false	10^3	hep_g	UNKNOWN	FAM	NFQ-MGB	27.345	27.345					true	0.201	true	1	45						1.311	0.937	N	N	N	Y	N	N
176	H8	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.387	26.387					true	0.040	true	1	45						1.096	0.869	N	N	N	Y	N	N
176	H8	false	10^3	hf183	UNKNOWN	FAM	NFQ-MGB	25.451	25.451					true	0.138	true	1	45						1.249	0.988	N	N	N	Y	N	N
177	H9	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.546	26.546					true	0.040	true	1	45						1.111	0.875	N	N	N	Y	N	N
177	H9	false	10^3	human_mtdna	UNKNOWN	FAM	NFQ-MGB	26.225	26.225					true	0.065	true	1	45						1.173	0.733	N	N	N	Y	N	N
178	H10	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.420	26.420					true	0.040	true	1	45						1.072	0.899	N	N	N	Y	N	N
178	H10	false	10^3	necator_americanus	UNKNOWN	FAM	NFQ-MGB	27.936	27.936					true	0.073	true	1	45						1.174	0.928	N	N	N	Y	N	N
179	H11	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.716	26.716					true	0.040	true	1	45						1.095	0.866	N	N	N	Y	N	N
179	H11	false	10^3	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	31.445	31.445					true	0.096	true	1	45						1.152	0.937	N	N	N	Y	N	N
180	H12	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.526	26.526					true	0.040	true	1	45						1.096	0.866	N	N	N	Y	N	N
180	H12	false	10^3	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	29.861	29.861					true	0.103	true	1	45						1.158	0.947	N	N	N	Y	N	N
181	H13	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.460	26.460					true	0.040	true	1	45						1.102	0.933	N	N	N	Y	N	N
181	H13	false	10^3	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	25.527	25.527					true	0.134	true	1	45						1.238	0.916	N	N	N	Y	N	N
182	H14	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.333	26.333					true	0.040	true	1	45						1.105	0.894	N	N	N	Y	N	N
182	H14	false	10^3	rotavirus	UNKNOWN	FAM	NFQ-MGB	31.884	31.884					true	0.156	true	1	45						1.256	0.907	N	N	N	Y	N	N
183	H15	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.516	26.516					true	0.040	true	1	45						1.090	0.872	N	N	N	Y	N	N
183	H15	false	10^3	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	25.959	25.959					true	0.226	true	1	45						1.361	0.935	N	N	N	Y	N	N
184	H16	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	27.124	27.124					true	0.040	true	1	45						1.094	0.852	N	N	N	Y	N	N
184	H16	false	10^3	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	29.772	29.772					true	0.087	true	1	45						1.148	0.943	N	N	N	Y	N	N
185	H17	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.662	26.662					true	0.040	true	1	45						1.091	0.927	N	N	N	Y	N	N
185	H17	false	10^3	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	28.187	28.187					true	0.125	true	1	45						1.305	0.861	N	N	N	Y	N	N
186	H18	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.821	26.821					true	0.040	true	1	45						1.074	0.867	N	N	N	Y	N	N
186	H18	false	10^3	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	25.999	25.999					true	0.164	true	1	45						1.267	0.968	N	N	N	Y	N	N
187	H19	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.650	26.650					true	0.040	true	1	45						1.070	0.872	N	N	N	Y	N	N
187	H19	false	10^3	stec_stx1	UNKNOWN	FAM	NFQ-MGB	27.543	27.543					true	0.205	true	1	45						1.362	0.885	N	N	N	Y	N	N
188	H20	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.526	26.526					true	0.040	true	1	45						1.084	0.896	N	N	N	Y	N	N
188	H20	false	10^3	stec_stx2	UNKNOWN	FAM	NFQ-MGB	26.844	26.844					true	0.143	true	1	45						1.262	0.885	N	N	N	Y	N	N
189	H21	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.256	26.256					true	0.040	true	1	45						1.049	0.898	N	N	N	Y	N	N
189	H21	false	10^3	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	26.476	26.476					true	0.201	true	1	45						1.400	0.819	N	N	N	Y	N	N
190	H22	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.455	26.455					true	0.040	true	1	45						1.041	0.896	N	N	N	Y	N	N
190	H22	false	10^3	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	26.546	26.546					true	0.352	true	1	45						1.423	0.962	N	N	N	Y	N	N
191	H23	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.463	26.463					true	0.040	true	1	45						1.073	0.891	N	N	N	Y	N	N
191	H23	false	10^3	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	25.223	25.223					true	0.080	true	1	45						1.160	0.922	N	N	N	Y	N	N
192	H24	false	10^3	IPC	UNKNOWN	VIC	NFQ-MGB	26.919	26.919					true	0.040	true	1	45						1.076	0.866	N	N	N	Y	N	N
192	H24	false	10^3	zika	UNKNOWN	FAM	NFQ-MGB	31.027	31.027					true	0.192	true	1	45						1.302	0.915	N	N	N	Y	N	N
193	I1	false	10^2	16s	UNKNOWN	FAM	NFQ-MGB	25.243	25.243					true	0.040	true	1	45						0.946	0.727	N	N	N	Y	N	N
193	I1	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.866	26.866					true	0.040	true	1	45						1.079	0.874	N	N	N	Y	N	N
194	I2	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.759	26.759					true	0.040	true	1	45						1.075	0.862	N	N	N	Y	N	N
194	I2	false	10^2	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	25.177	25.177					true	0.130	true	1	45						1.218	0.947	N	N	N	Y	N	N
195	I3	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.623	26.623					true	0.040	true	1	45						1.087	0.918	N	N	N	Y	N	N
195	I3	false	10^2	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	25.096	25.096					true	0.045	true	1	45						1.069	0.662	N	N	N	Y	N	N
196	I4	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.873	26.873					true	0.040	true	1	45						1.090	0.909	N	N	N	Y	N	N
196	I4	false	10^2	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	28.129	28.129					true	0.165	true	1	45						1.304	0.887	N	N	N	Y	N	N
197	I5	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.871	26.871					true	0.040	true	1	45						1.090	0.864	N	N	Y	Y	N	N
197	I5	false	10^2	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
198	I6	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.627	26.627					true	0.040	true	1	45						1.089	0.858	N	N	Y	Y	N	N
198	I6	false	10^2	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.101	true	1	45						0.000	0.000	N	N	Y	Y	N	N
199	I7	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.345	26.345					true	0.040	true	1	45						1.061	0.927	N	N	N	Y	N	N
199	I7	false	10^2	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	26.917	26.917					true	0.316	true	1	45						1.410	0.970	N	N	N	Y	N	N
200	I8	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.896	26.896					true	0.040	true	1	45						1.093	0.872	N	N	N	Y	N	N
200	I8	false	10^2	bhv	UNKNOWN	FAM	NFQ-MGB	26.821	26.821					true	0.040	true	1	45						0.942	0.901	N	N	N	Y	N	N
201	I9	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.712	26.712					true	0.040	true	1	45						1.073	0.893	N	N	N	Y	N	N
201	I9	false	10^2	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	28.640	28.640					true	0.040	true	1	45						1.060	0.826	N	N	N	Y	N	N
202	I10	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.518	26.518					true	0.040	true	1	45						1.088	0.911	N	N	N	Y	N	N
202	I10	false	10^2	brsv	UNKNOWN	FAM	NFQ-MGB	33.713	33.713					true	0.155	true	1	45						1.297	0.946	N	N	N	Y	N	N
203	I11	false	10^2	18s	UNKNOWN	FAM	NFQ-MGB	30.854	30.854					true	0.121	true	1	45						1.183	0.947	N	N	N	Y	N	N
203	I11	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.918	26.918					true	0.040	true	1	45						1.080	0.858	N	N	N	Y	N	N
204	I12	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.042	26.042					true	0.040	true	1	45						1.078	0.910	N	N	N	Y	N	N
204	I12	false	10^2	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	24.039	24.039					true	0.111	true	1	45						1.273	0.952	N	N	N	Y	N	N
205	I13	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.526	26.526					true	0.040	true	1	45						1.051	0.881	N	N	N	Y	N	N
205	I13	false	10^2	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	25.171	25.171					true	0.122	true	1	45						1.279	0.882	N	N	N	Y	N	N
206	I14	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.728	26.728					true	0.040	true	1	45						1.090	0.877	N	N	N	Y	N	N
206	I14	false	10^2	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	26.185	26.185					true	0.062	true	1	45						1.155	0.943	N	N	N	Y	N	N
207	I15	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.288	26.288					true	0.040	true	1	45						1.091	0.892	N	N	N	Y	N	N
207	I15	false	10^2	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	26.724	26.724					true	0.132	true	1	45						1.232	0.963	N	N	N	Y	N	N
208	I16	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.667	26.667					true	0.040	true	1	45						1.081	0.905	N	N	N	Y	N	N
208	I16	false	10^2	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	36.098	36.098					true	0.218	true	1	45						1.290	0.909	N	N	N	Y	N	N
209	I17	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.758	26.758					true	0.040	true	1	45						1.003	0.899	N	N	N	Y	N	N
209	I17	false	10^2	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	26.715	26.715					true	0.131	true	1	45						1.323	0.920	N	N	N	Y	N	N
210	I18	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.517	26.517					true	0.040	true	1	45						1.081	0.899	N	N	N	Y	N	N
210	I18	false	10^2	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	22.668	22.668					true	0.040	true	1	45						1.177	0.842	N	N	N	Y	N	N
211	I19	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.610	26.610					true	0.040	true	1	45						1.063	0.904	N	N	N	Y	N	N
211	I19	false	10^2	eaec_aata	UNKNOWN	FAM	NFQ-MGB	24.980	24.980					true	0.040	true	1	45						0.992	0.691	N	N	N	Y	N	N
212	I20	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.407	26.407					true	0.040	true	1	45						1.075	0.856	N	N	N	Y	N	N
212	I20	false	10^2	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	27.277	27.277					true	0.094	true	1	45						1.245	0.803	N	N	N	Y	N	N
213	I21	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.866	26.866					true	0.040	true	1	45						1.073	0.881	N	N	N	Y	N	N
213	I21	false	10^2	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	27.608	27.608					true	0.240	true	1	45						1.375	0.909	N	N	N	Y	N	N
214	I22	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.880	26.880					true	0.040	true	1	45						1.092	0.852	N	N	N	Y	N	N
214	I22	false	10^2	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	28.732	28.732					true	0.158	true	1	45						1.299	0.876	N	N	N	Y	N	N
215	I23	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.182	26.182					true	0.040	true	1	45						1.088	0.848	N	N	N	Y	N	N
215	I23	false	10^2	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	27.637	27.637					true	0.099	true	1	45						1.261	0.887	N	N	N	Y	N	N
216	I24	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.800	26.800					true	0.040	true	1	45						1.074	0.917	N	N	N	Y	N	N
216	I24	false	10^2	epec_eae	UNKNOWN	FAM	NFQ-MGB	29.104	29.104					true	0.179	true	1	45						1.294	0.917	N	N	N	Y	N	N
217	J1	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.493	27.493					true	0.040	true	1	45						0.698	0.573	N	N	N	Y	N	N
217	J1	false	10^2	etec_lt	UNKNOWN	FAM	NFQ-MGB	27.814	27.814					true	0.128	true	1	45						1.275	0.960	N	N	N	Y	N	N
218	J2	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.711	26.711					true	0.040	true	1	45						1.071	0.904	N	N	N	Y	N	N
218	J2	false	10^2	etec_sth	UNKNOWN	FAM	NFQ-MGB	29.290	29.290					true	0.169	true	1	45						1.277	0.974	N	N	N	Y	N	N
219	J3	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.854	26.854					true	0.040	true	1	45						1.092	0.904	N	N	N	Y	N	N
219	J3	false	10^2	etec_stp	UNKNOWN	FAM	NFQ-MGB	28.426	28.426					true	0.040	true	1	45						1.098	0.823	N	N	N	Y	N	N
220	J4	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.049	27.049					true	0.040	true	1	45						1.080	0.867	N	N	N	Y	N	N
220	J4	false	10^2	giardia_spp	UNKNOWN	FAM	NFQ-MGB	27.905	27.905					true	0.147	true	1	45						1.232	0.868	N	N	N	Y	N	N
221	J5	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.888	26.888					true	0.040	true	1	45						1.086	0.859	N	N	N	Y	N	N
221	J5	false	10^2	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	28.668	28.668					true	0.085	true	1	45						1.184	0.859	N	N	N	Y	N	N
222	J6	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.624	26.624					true	0.040	true	1	45						1.091	0.861	N	N	N	Y	N	N
222	J6	false	10^2	hep_a	UNKNOWN	FAM	NFQ-MGB	33.240	33.240					true	0.119	true	1	45						1.194	0.951	N	N	N	Y	N	N
223	J7	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.644	26.644					true	0.040	true	1	45						1.110	0.881	N	N	N	Y	N	N
223	J7	false	10^2	hep_g	UNKNOWN	FAM	NFQ-MGB	27.346	27.346					true	0.201	true	1	45						1.287	0.944	N	N	N	Y	N	N
224	J8	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.862	26.862					true	0.040	true	1	45						1.096	0.852	N	N	N	Y	N	N
224	J8	false	10^2	hf183	UNKNOWN	FAM	NFQ-MGB	28.628	28.628					true	0.138	true	1	45						1.260	0.962	N	N	N	Y	N	N
225	J9	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.244	27.244					true	0.040	true	1	45						1.102	0.920	N	N	N	Y	N	N
225	J9	false	10^2	human_mtdna	UNKNOWN	FAM	NFQ-MGB	29.121	29.121					true	0.065	true	1	45						1.169	0.907	N	N	N	Y	N	N
226	J10	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.405	26.405					true	0.040	true	1	45						1.100	0.867	N	N	N	Y	N	N
226	J10	false	10^2	necator_americanus	UNKNOWN	FAM	NFQ-MGB	31.273	31.273					true	0.073	true	1	45						1.175	0.902	N	N	N	Y	N	N
227	J11	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.733	26.733					true	0.040	true	1	45						1.095	0.875	N	N	N	Y	N	N
227	J11	false	10^2	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	36.686	36.686					true	0.096	true	1	45						1.112	0.908	N	N	N	Y	N	N
228	J12	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.855	26.855					true	0.040	true	1	45						1.089	0.866	N	N	N	Y	N	N
228	J12	false	10^2	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	33.497	33.497					true	0.103	true	1	45						1.152	0.928	N	N	N	Y	N	N
229	J13	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.434	26.434					true	0.040	true	1	45						1.091	0.878	N	N	N	Y	N	N
229	J13	false	10^2	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	28.852	28.852					true	0.134	true	1	45						1.231	0.963	N	N	N	Y	N	N
230	J14	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.807	26.807					true	0.040	true	1	45						1.093	0.862	N	N	N	Y	N	N
230	J14	false	10^2	rotavirus	UNKNOWN	FAM	NFQ-MGB	34.234	34.234					true	0.156	true	1	45						1.248	0.859	N	N	N	Y	N	N
231	J15	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.615	26.615					true	0.040	true	1	45						1.089	0.863	N	N	N	Y	N	N
231	J15	false	10^2	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	29.226	29.226					true	0.226	true	1	45						1.332	0.902	N	N	N	Y	N	N
232	J16	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.793	26.793					true	0.040	true	1	45						1.088	0.891	N	N	N	Y	N	N
232	J16	false	10^2	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	34.382	34.382					true	0.087	true	1	45						1.144	0.853	N	N	N	Y	N	N
233	J17	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.133	27.133					true	0.040	true	1	45						1.089	0.842	N	N	N	Y	N	N
233	J17	false	10^2	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	31.530	31.530					true	0.125	true	1	45						1.278	0.924	N	N	N	Y	N	N
234	J18	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.592	26.592					true	0.040	true	1	45						1.088	0.870	N	N	N	Y	N	N
234	J18	false	10^2	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	29.526	29.526					true	0.164	true	1	45						1.283	0.966	N	N	N	Y	N	N
235	J19	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.695	26.695					true	0.040	true	1	45						1.088	0.869	N	N	N	Y	N	N
235	J19	false	10^2	stec_stx1	UNKNOWN	FAM	NFQ-MGB	30.248	30.248					true	0.205	true	1	45						1.359	0.893	N	N	N	Y	N	N
236	J20	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.046	27.046					true	0.040	true	1	45						1.077	0.942	N	N	N	Y	N	N
236	J20	false	10^2	stec_stx2	UNKNOWN	FAM	NFQ-MGB	29.760	29.760					true	0.143	true	1	45						1.271	0.961	N	N	N	Y	N	N
237	J21	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.499	26.499					true	0.040	true	1	45						1.071	0.852	N	N	N	Y	N	N
237	J21	false	10^2	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	29.104	29.104					true	0.201	true	1	45						1.399	0.869	N	N	N	Y	N	N
238	J22	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.664	26.664					true	0.040	true	1	45						1.054	0.879	N	N	N	Y	N	N
238	J22	false	10^2	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	29.411	29.411					true	0.352	true	1	45						1.437	0.954	N	N	N	Y	N	N
239	J23	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	27.215	27.215					true	0.040	true	1	45						1.071	0.889	N	N	N	Y	N	N
239	J23	false	10^2	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	28.980	28.980					true	0.080	true	1	45						1.171	0.904	N	N	N	Y	N	N
240	J24	false	10^2	IPC	UNKNOWN	VIC	NFQ-MGB	26.338	26.338					true	0.040	true	1	45						1.084	0.877	N	N	N	Y	N	N
240	J24	false	10^2	zika	UNKNOWN	FAM	NFQ-MGB	34.448	34.448					true	0.192	true	1	45						1.338	0.881	N	N	N	Y	N	N
241	K1	false	10	16s	UNKNOWN	FAM	NFQ-MGB	29.984	29.984					true	0.040	true	1	45						0.918	0.782	N	N	N	Y	N	N
241	K1	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.327	26.327					true	0.040	true	1	45						1.070	0.888	N	N	N	Y	N	N
242	K2	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.870	26.870					true	0.040	true	1	45						1.073	0.930	N	N	N	Y	N	N
242	K2	false	10	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	30.885	30.885					true	0.130	true	1	45						1.210	0.949	N	N	N	Y	N	N
243	K3	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.568	26.568					true	0.040	true	1	45						1.073	0.921	N	N	N	Y	N	N
243	K3	false	10	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	29.088	29.088					true	0.045	true	1	45						1.049	0.877	N	N	N	Y	N	N
244	K4	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.104	27.104					true	0.040	true	1	45						1.074	0.925	N	N	N	Y	N	N
244	K4	false	10	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	31.473	31.473					true	0.165	true	1	45						1.304	0.945	N	N	N	Y	N	N
245	K5	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.680	26.680					true	0.040	true	1	45						1.082	0.869	N	N	Y	Y	N	N
245	K5	false	10	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
246	K6	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	24.947	24.947					true	0.040	true	1	45						1.081	0.932	Y	N	N	Y	N	Y
246	K6	false	10	astrovirus	UNKNOWN	FAM	NFQ-MGB	35.707	35.707					true	0.101	true	1	45						0.635	0.707	Y	N	N	Y	N	Y
247	K7	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.755	26.755					true	0.040	true	1	45						1.084	0.920	N	N	N	Y	N	N
247	K7	false	10	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	31.706	31.706					true	0.316	true	1	45						1.406	0.965	N	N	N	Y	N	N
248	K8	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.937	26.937					true	0.040	true	1	45						1.091	0.878	N	N	N	Y	N	N
248	K8	false	10	bhv	UNKNOWN	FAM	NFQ-MGB	30.201	30.201					true	0.040	true	1	45						0.930	0.819	N	N	N	Y	N	N
249	K9	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.061	27.061					true	0.040	true	1	45						1.101	0.878	N	N	N	Y	N	N
249	K9	false	10	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	31.488	31.488					true	0.040	true	1	45						1.028	0.968	N	N	N	Y	N	N
250	K10	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.814	26.814					true	0.040	true	1	45						1.097	0.869	N	N	N	Y	N	N
250	K10	false	10	brsv	UNKNOWN	FAM	NFQ-MGB	35.772	35.772					true	0.155	true	1	45						1.267	0.786	N	N	N	Y	N	N
251	K11	false	10	18s	UNKNOWN	FAM	NFQ-MGB	32.357	32.357					true	0.121	true	1	45						1.195	0.964	N	N	N	Y	N	N
251	K11	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.524	27.524					true	0.040	true	1	45						1.092	0.873	N	N	N	Y	N	N
252	K12	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.689	26.689					true	0.040	true	1	45						1.093	0.902	N	N	N	Y	N	N
252	K12	false	10	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	31.431	31.431					true	0.111	true	1	45						1.276	0.966	N	N	N	Y	N	N
253	K13	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.778	26.778					true	0.040	true	1	45						1.079	0.885	N	N	N	Y	N	N
253	K13	false	10	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	29.990	29.990					true	0.122	true	1	45						1.290	0.975	N	N	N	Y	N	N
254	K14	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.218	27.218					true	0.040	true	1	45						1.090	0.882	N	N	N	Y	N	N
254	K14	false	10	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	29.759	29.759					true	0.062	true	1	45						1.153	0.815	N	N	N	Y	N	N
255	K15	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.476	26.476					true	0.040	true	1	45						1.090	0.856	N	N	N	Y	N	N
255	K15	false	10	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	31.062	31.062					true	0.132	true	1	45						1.253	0.933	N	N	N	Y	N	N
256	K16	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.076	26.076					true	0.040	true	1	45						1.099	0.872	N	N	N	Y	N	N
256	K16	false	10	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.218	true	1	45						0.000	0.000	N	N	N	Y	N	N
257	K17	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.041	26.041					true	0.040	true	1	45						1.083	0.915	N	N	N	Y	N	N
257	K17	false	10	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	30.651	30.651					true	0.131	true	1	45						1.342	0.902	N	N	N	Y	N	N
258	K18	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.870	26.870					true	0.040	true	1	45						1.086	0.855	N	N	N	Y	N	N
258	K18	false	10	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	28.661	28.661					true	0.040	true	1	45						1.152	0.816	N	N	N	Y	N	N
259	K19	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.961	26.961					true	0.040	true	1	45						1.080	0.831	N	N	N	Y	N	N
259	K19	false	10	eaec_aata	UNKNOWN	FAM	NFQ-MGB	28.883	28.883					true	0.040	true	1	45						0.999	0.768	N	N	N	Y	N	N
260	K20	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.483	26.483					true	0.040	true	1	45						1.091	0.846	N	N	N	Y	N	N
260	K20	false	10	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	31.565	31.565					true	0.094	true	1	45						1.198	0.888	N	N	N	Y	N	N
